entrez	symbol	duplicability	origin	essential_celllines_percentage	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	expressed_tissues_mRNA_GTEx	expressed_tissues_mRNA_protatlas	expressed_tissues_protein_protatlas	expressed_celllines_CLP	expressed_celllines_GNE	expressed_celllines_CCLE	germline_SNVs	germline_SVs	LOEUF_score
79567	RIPOR1	0	Eukaryotes	0	13	480.656	0.141026	0	3	30	43	43		662	993	0.0562281	0.000538068	0.315
79577	CDC73	0	Eukaryotes	43.1154	289	62275.2	0.0969579	13	73	30	43	43	946	675	1019	0.0288763	0.00439422	0.188
79591	ARMH3	0	"Last Universal Common Ancestor"	0.585938	10	118.976	0.0666667	0	78	30	43	43		674	1018	0.058539	0.00290276	0.573
79596	OBI1	0	Metazoans	0	83	10757	0.0658243	0	23	30	42	42	909	674	1018	0.077135		0.866
79607	FAM118B	0	Opisthokonts	0	69	11044.8	0.0127877	0	0	30	43	43	927	675	1018	0.0607787	0.000949668	0.676
79633	FAT4	0	"Last Universal Common Ancestor"	0	55	19132.9	0.0208754	0	1	26	30	30	954	204	358	0.0363235	0.0000668941	0.184
79672	FN3KRP	0	"Last Universal Common Ancestor"	0	21	1062.61	0.166667	0	36	30	43	43	952	675	1019	0.128371	0.00323625	1.544
79705	LRRK1	0	"Last Universal Common Ancestor"	0	89	27109.1	0.0715015	0	0	26	31	31	952	522	733	0.05244	0.000992556	0.493
79707	NOL9	0	"Last Universal Common Ancestor"	58.8369	66	3575.88	0.189277	3	96	30	42	42	937	675	1016	0.0294397		0.549
79710	MORC4	0	"Last Universal Common Ancestor"	0	22	301.237	0.142857	0	33	29	43	43		626	904	0.0202775		0.249
79711	IPO4	0	"Last Universal Common Ancestor"	0.56391	112	14121.3	0.108912	4	6	30	25	25		675	1019	0.0767808		0.852
79718	TBL1XR1	2	"Last Universal Common Ancestor"	2.90493	89	11093.6	0.146578	15	105	30	43	43	940	675	1018	0.0110246	0.00129702	0.106
79728	PALB2	0	Vertebrates	1.68224	56	4690.89	0.0974026	6	1	30	42	42	944	675	1018	0.0559303	0.000281057	1.006
79755	ZNF750	0	Vertebrates	0	1	0	0	1	0	10	14	14	935	88	114	0.0414938	0.00138313	0.41
79759	ZNF668	0	"Last Universal Common Ancestor"	0.0946074	214	8517.02	0.326313	1	1	29	40	40	954	673	1013	0.0446521	0.00207684	0.52
79763	ISOC2	0	"Last Universal Common Ancestor"	0.101833	54	7332.5	0.118798	0	5	30	42	42	938	675	1017	0.0678733		1.549
79767	ELMO3	0	"Last Universal Common Ancestor"	0.0938967	30	1173.16	0.0965517	0	0	29	34	34	940	539	766	0.117593	0.000925926	0.97
79776	ZFHX4	0	Metazoans	0	20	318.671	0.0842105	0	27	20	14	14	949	229	375	0.0233223	0.000276549	0.144
79791	FBXO31	0	Eukaryotes	0.0979432	33	1102.83	0.107955	8	43	30	37	37		675	1018	0.0531849		0.457
79799	UGT2A3	3	"Last Universal Common Ancestor"	0	3	53633	0	0	0	4	12	12	950	28	38	0.0493359	0.00316255	1.53
79800	CARF	0	Metazoans	0	4	25.5085	0.166667	0	8	29	42	42		197	383	0.062069	0.00091954	0.703
79809	TTC21B	0	Eukaryotes	0	16	1548.91	0.233333	6	37	30	43	43	936	672	1013	0.108663	0.000253293	0.852
79822	ARHGAP28	0	"Last Universal Common Ancestor"	0	4	22.6478	0.333333	0	3	18	34	34	955	137	126	0.0621856	0.000914495	0.856
79836	LONRF3	0	"Last Universal Common Ancestor"	0	15	685.74	0.0857143	0	81	25	31	31	951	403	482	0.0232762		0.463
79839	CCDC102B	0	Metazoans	0	146	25630.7	0.0495985	0	1	24	35	35	945	91	115	0.0487329	0.00259909	1.294
79841	AGBL2	0	"Last Universal Common Ancestor"	0.0938967	7	44.1248	0.142857	0	3	14	4	4	946	27	101	0.0650406	0.000739098	0.893
79866	BORA	0	Metazoans	37.085	46	3719.62	0.057971	4	4	24	37	37	922	674	1016	0.0578414	0.00178891	0.701
79883	PODNL1	0	"Last Universal Common Ancestor"	0	0	0	0	0	1	17	18	18	950	72	135	0.0567986		1.624
79892	MCMBP	0	"Last Universal Common Ancestor"	12.7875	88	13139.6	0.0901254	0	27	30	43	43	927	675	1019	0.0560748		0.271
79906	MORN1	0	"Last Universal Common Ancestor"	0	2	7.57884	0	0	0	25	35	35	936	616	302	0.0630449	0.000670691	1.116
79937	CNTNAP3	2	"Last Universal Common Ancestor"	0	113	17490.2	0.0771176	0	4	14	22	22		39	244	0.0315735	0.000517598	0.767
79949	PLEKHS1	0	Vertebrates	0	5	68.1142	0.1	0	34	8	20	20	949	97	129	0.0759857		1.647
79959	CEP76	0	Eukaryotes	0	210	52800.5	0.0367737	13	24	25	40	40	928	673	924	0.0880121		0.758
79971	WLS	0	Metazoans	0.293255	73	44127.8	0.0319635	6	8	30	39	39	961	543	819	0.0865562	0.00122775	0.545
79977	GRHL2	0	Opisthokonts	0.839552	11	4369.26	0.163636	0	11	14	25	25	941	277	371	0.0517333	0.00106667	0.27
79983	POF1B	0	Vertebrates	0	142	38819.8	0.0134852	0	11	12	25	25	956	259	338	0.0403361		1.138
80031	SEMA6D	0	"Last Universal Common Ancestor"	0	4	50.6422	0.166667	2	40	27	35	35	947	121	190	0.0580111		0.323
80036	TRPM3	0	"Last Universal Common Ancestor"	0.0938967	20	1333.73	0.0210526	0	10	6	8	8	949	32	20	0.0640291	0.000382263	0.453
80059	LRRTM4	0	"Last Universal Common Ancestor"	0	27	1445.12	0.054131	1	7	3	17	17	947	35	48	0.0411731		0.546
80070	ADAMTS20	0	"Last Universal Common Ancestor"	0	0	0	0	0	6	0	0	0	946	35	59	0.0821989	0.00017452	0.834
80122	MAP3K19	0	"Last Universal Common Ancestor"	0.532387	1	0	0	0	0	1	4	4	946	2		0.0494478	0.000251004	1.02
80124	VCPIP1	0	"Last Universal Common Ancestor"	1.02612	115	26316.8	0.0588863	1	24	30	42	42	941	675	1018	0.0346427	0.000545554	0.119
80145	THOC7	0	"Last Universal Common Ancestor"	51.5275	70	3843.01	0.13706	8	2	30	43	43	912	675	1019	0.0718954	0.00326797	0.821
80149	ZC3H12A	0	"Last Universal Common Ancestor"	0	30	19588.4	0.177012	0	8	30	42	42	950	616	961	0.0450751	0.00111297	0.511
80157	CWH43	0	Eukaryotes	0	2	5.32175	0	0	0	6	17	17	943	15	20	0.0772532	0.00190749	1.237
80178	TEDC2	0	Vertebrates	4.13574	19	952.599	0.0760234	0	2	12	10	10		671	1007	0.0469592	0.000769823	1.373
80204	FBXO11	0	"Last Universal Common Ancestor"	1.06857	108	28276.4	0.0427484	9	13	30	43	43	942	674	1018	0.0190579	0.00107875	0.097
80205	CHD9	0	"Last Universal Common Ancestor"	0	43	2716.23	0.110742	1	49	30	42	42	959	674	1005	0.0556898	0.000345185	0.17
80209	PROSER1	0	Metazoans	0	6	13.9501	0.0666667	1	7	30	43	43	914	675	1017	0.0257768		0.389
80216	ALPK1	0	Opisthokonts	0.189215	7	449.76	0.142857	6	0	30	38	38	954	493	683	0.0750268	0.000803859	0.929
80219	COQ10B	1	"Last Universal Common Ancestor"	0.487329	13	191.368	0.115385	0	34	30	43	43	944	675	1019	0.0518207	0.00280112	0.623
80227	PAAF1	0	"Last Universal Common Ancestor"	0.0914077	50	1271.95	0.364082	0	1	30	43	43	926	675	1018	0.086514	0.000848176	1.214
80230	RUFY1	0	"Last Universal Common Ancestor"	0	79	12914.9	0.053554	1	0	30	43	43	932	675	1019	0.0852166	0.00141243	0.684
80243	PREX2	0	"Last Universal Common Ancestor"	0	10	226.907	0.111111	1	10	27	31	31	950	57	99	0.086758	0.00083022	0.611
80303	EFHD1	0	Opisthokonts	0	46	26789	0.00966184	0	1	29	37	37	947	256	319	0.0627615		1.492
80309	SPHKAP	0	Vertebrates	0.0938967	5	108.44	0	0	0	3	3	3	947	9	12	0.0613725	0.000196078	0.315
80312	TET1	0	Metazoans	0.0896057	9	21.1469	0.111111	0	19	7	6	6	955	174	241	0.0163858	0.00062422	0.174
80314	EPC1	0	"Last Universal Common Ancestor"	0.979519	51	1864.68	0.352941	16	11	30	43	43	949	675	1018	0.041866		0.125
80315	CPEB4	0	Metazoans	0.182482	15	581.677	0.114286	0	62	30	39	39	965	646	915	0.0429812		0.301
80317	ZKSCAN3	0	"Last Universal Common Ancestor"	0.0892061	23	1345.47	0.351779	1	36	28	40	40	943	506	782	0.0241636		1.191
80319	CXXC4	0	Vertebrates	0	12	516.689	0	0	11	16	16	16	950	147	173	0.00544959	0.000908265	0.42
80336	PABPC1L	0	"Last Universal Common Ancestor"	0.0980392	12	102.702	0.19697	0	1	29	36	36	955	635	1009	0.0743134	0.000538503	0.621
80342	TRAF3IP3	0	Vertebrates	0	74	9892.09	0.0673824	0	1	21	40	40	950	333	193	0.0635209	0.00120992	0.87
80380	PDCD1LG2	0	Vertebrates	0.0890472	34	4020.53	0.0338681	2	0	20	33	33	953	191	304	0.043956	0.002442	1.282
80723	SLC35G2	0	Metazoans	0	21	1009.09	0.0238095	0	22	27	34	34	958	439	614	0.0752427	0.00161812	0.851
80731	THSD7B	0	"Last Universal Common Ancestor"	0	1	0	0	0	0	6	6	6	947	35	48	0.0734745	0.00249066	0.635
80737	VWA7	0	"Last Universal Common Ancestor"	0.102987	2	3.79042	0	0	18	23	3	3	951	229	227	0.0819304		0.867
80774	LIMD2	0	Eukaryotes	0	3	0.451577	0.333333	0	35	29	43	43	951	566	723	0.0708661	0.00262467	1.013
80816	ASXL3	0	Metazoans	0	6	25.7161	0.2	0	28	13	5	5	947	48	68	0.025949	0.00014828	0.199
80824	DUSP16	0	"Last Universal Common Ancestor"	0	233	48132.3	0.0339278	0	9	30	38	38	954	652	972	0.0320802	0.00200501	0.502
80829	ZFP91	0	"Last Universal Common Ancestor"	0.375235	81	4151.9	0.148148	1	78	30	43	43		675	1019	0.0157895	0.00116959	0.172
80854	SETD7	0	"Last Universal Common Ancestor"	0	51	2149.44	0.133333	0	92	29	41	41	939	668	996	0.068306	0.00273224	0.737
80863	PRRT1	0	Metazoans	0	4	11.7906	0.333333	0	0	27	1	1	961	204	335	0.0261438		0.772
81029	WNT5B	1	Metazoans	0	5	97.2459	0.2	5	2	25	35	35	942	327	446	0.0733519	0.000928505	0.494
81309	OR4C15	1	Mammals	0	0	0	0	1	0	0	0	0	940			0.0654008	0.00316456	1.957
81501	DCSTAMP	0	Vertebrates	0	2	0	1	1	3	1	2	2	951	8	12	0.0617021	0.00141844	1.156
81502	HM13	0	"Last Universal Common Ancestor"	0.359066	56	7051.48	0.1	0	60	30	43	43	961	675	1019	0.0477308	0.00156494	0.429
81558	FAM117A	0	Vertebrates	0.203459	13	266.934	0.269231	0	1	30	43	43	954	600	857	0.0389993		0.861
81565	NDEL1	0	"Last Universal Common Ancestor"	0	182	82571.5	0.0369134	11	33	30	43	43	909	675	1019	0.0415459		0.296
81578	COL21A1	0	"Last Universal Common Ancestor"	0	7	6.53227	0.714286	12	2	21	26	26	945	49	78	0.092999	0.000348311	1.005
81614	NIPA2	1	"Last Universal Common Ancestor"	0.0978474	14	299.492	0.043956	0	24	30	43	43	908	675	1019	0.0212963	0.00185185	0.379
81688	C6orf62	0	Metazoans	0.293255	18	682.896	0.0653595	0	10	30	43	43	936	675	1019	0.0422125	0.0014556	0.24
81704	DOCK8	0	"Last Universal Common Ancestor"	0	52	4134.01	0.0648567	2	0	27	41	41	953	229	278	0.0933778	0.00381134	0.477
81792	ADAMTS12	0	"Last Universal Common Ancestor"	0	37	1850.25	0.00750751	0	2	17	21	21	944	161	268	0.0763279	0.000209117	0.688
81831	NETO2	1	Metazoans	0.195503	45	4963.14	0.0444444	0	43	10	33	33	948	600	861	0.0780952	0.00253968	0.488
81839	VANGL1	0	Metazoans	0	104	21520.4	0.0713219	1	47	26	39	39	922	611	929	0.107506	0.000636132	0.596
81892	SLIRP	0	"Last Universal Common Ancestor"	0.273224	92	9808.26	0.0936455	0	2	30	43	43	934	675	1019	0.134557	0.0030581	1.907
83401	ELOVL3	0	"Last Universal Common Ancestor"	0	6	62.3649	0	0	0	6	9	9		119	163	0.0493827	0.00123457	1.036
83417	FCRL4	0	Mammals	0	14	19003.9	0.032967	0	27	0	4	4	950	9	8	0.0304207	0.00194175	0.942
83439	TCF7L1	0	Metazoans	0	6	22.2241	0.2	15	5	29	41	41	951	373	507	0.0657596	0.00170068	0.447
83468	GLT8D2	0	Eukaryotes	0	24	1166.33	0.0543478	0	1	27	36	36	950	172	285	0.114613	0.00095511	1.458
83481	EPPK1	1	Eukaryotes	0	127	23712.4	0.0792401	0	1	8	11	11	953	365	436	0.0113994		1.198
83596	BCL2L12	0	Vertebrates	0.093985	37	2836.15	0.042042	0	51	30	43	43	933	675	1008	0.0588822	0.000998004	1.378
83648	FAM167A	0	Metazoans	0	94	9097.79	0.0210478	0	2	12	19	19	953	335	448	0.157321	0.00155763	1.97
83667	SESN2	0	"Last Universal Common Ancestor"	0.195886	23	565.972	0.201581	5	103	30	40	40	943	673	1015	0.0861111		0.906
83690	CRISPLD1	0	"Last Universal Common Ancestor"	0	5	30.1772	0.1	0	0	20	31	31	958	264	434	0.106	0.00266667	0.808
83723	TLCD3B	0	"Last Universal Common Ancestor"	0.304568	2	1.44723	0	0	0	4	4	4	940	77	101	0.0518519	0.00277778	0.516
83737	ITCH	0	Eukaryotes	0.0891266	212	72120.2	0.0752481	31	23	30	43	43	953	675	1019	0.0372831		0.218
83741	TFAP2D	0	Metazoans	0.178253	63	5569.67	0.111623	3	0	0	0	0	946	4	8	0.0899705	0.00147493	0.252
83786	FRMD8	1	"Last Universal Common Ancestor"	0	13	843.016	0.0769231	0	32	30	43	43	955	675	1019	0.0775862		0.526
83858	ATAD3B	1	"Last Universal Common Ancestor"	0.908265	87	5595.05	0.122694	0	1	30	29	29	929	674	1015	0.0823045	0.00514403	1.477
83872	HMCN1	0	"Last Universal Common Ancestor"	0	7	76.7314	0.047619	0	10	17	30	30	949	120	224	0.0763088	0.000295771	0.483
83891	SNX25	0	"Last Universal Common Ancestor"	0	14	697.832	0.0549451	0	3	30	37	37	938	666	985	0.0601093	0.00128576	0.518
83943	IMMP2L	0	"Last Universal Common Ancestor"	0	4	87.8008	0.166667	0	14	29	43	43	950	659	757	0.0952381	0.0311987	1.202
83986	FAM234A	0	Vertebrates	0	119	25109.9	0.0511323	0	13	30	43	43		673	1017	0.0730676	0.00120773	1.168
83990	BRIP1	0	"Last Universal Common Ancestor"	1.5873	64	5419.37	0.0828373	12	29	2	20	20		669	992	0.0699226	0.00080064	0.786
83999	KREMEN1	0	"Last Universal Common Ancestor"	0	2	24.7138	0	3	138	30	36	36	960	520	778	0.0738482	0.000677507	0.642
84000	TMPRSS13	0	"Last Universal Common Ancestor"	0	101	11824.6	0.0144554	0	1	8	14	14	944	178	227	0.0681952		0.897
84033	OBSCN	0	"Last Universal Common Ancestor"	0	39	3448.77	0.099865	0	1	28	36	36	951	280	471	0.0675035	0.00011207	0.873
84059	ADGRV1	0	"Last Universal Common Ancestor"	0	51	12592.4	0.014902	1	2	6	23	23		102	141	0.0753251	0.000370018	0.516
84072	HORMAD1	1	"Last Universal Common Ancestor"	0	4	53.9496	0	0	0	2	4	4	934	110	158	0.0380711	0.000846024	0.343
84075	FSCB	0	Eukaryotes	0.0978474	0	0	0	0	2	1	1	1	954			0.0214141	0.00040404	
84076	TKTL2	0	"Last Universal Common Ancestor"	0	17	390.623	0.102941	0	1	1	1	1	951			0.0468584	0.00106496	1.172
84081	NSRP1	1	"Last Universal Common Ancestor"	1.15607	47	4004.47	0.079556	0	2	30	43	43	943	675	1019	0.051374	0.000597372	0.576
84083	ZRANB3	0	"Last Universal Common Ancestor"	0	22	1086.27	0.051948	0	9	18	31	31	948	635	540	0.0939141	0.000308928	0.947
84101	USP44	0	"Last Universal Common Ancestor"	0.0918274	23	147.401	0.106719	1	8	16	19	19	958	121	177	0.0805243	0.00140449	1.071
84107	ZIC4	0	"Last Universal Common Ancestor"	0	2	0.769411	0	0	12	1	2	2	949	42	42	0.0425347	0.00260417	0.873
84125	LRRIQ1	0	"Last Universal Common Ancestor"	0	32	1187.22	0.0846774	0	0	4	11	11	939	20	41	0.040844	0.00135501	0.938
84128	WDR75	0	"Last Universal Common Ancestor"	65.6186	50	3180.56	0.166531	4	37	30	43	43	927	675	1019	0.0674699	0.00160643	0.541
84133	ZNRF3	0	"Last Universal Common Ancestor"	0.107411	25	3706.77	0.0933333	4	60	29	32	32	953	633	931	0.0573362	0.000356125	0.294
84138	SLC7A6OS	0	Opisthokonts	57.7444	23	234.992	0.375494	0	17	30	43	43	941	675	1018	0.0798274	0.0021575	0.614
84159	ARID5B	0	"Last Universal Common Ancestor"	0.641026	38	2074.76	0.169274	1	78	30	43	43	950	570	836	0.0364759		0.11
84164	ASCC2	0	"Last Universal Common Ancestor"	0.281426	86	7112.48	0.079617	5	4	30	43	43	927	675	1019	0.0761155	0.000437445	0.446
84166	NLRC5	0	"Last Universal Common Ancestor"	0.0979432	8	291.66	0.142857	1	22	30	42	42	968	503	696	0.0217935		0.449
84181	CHD6	0	"Last Universal Common Ancestor"	0	28	821.611	0.153439	0	1	30	43	43	956	675	1017	0.0510743	0.000122775	0.073
84189	SLITRK6	0	Vertebrates	0	11	324.158	0.0727273	1	0	10	19	19	953	194	290	0.0705509		1.27
84191	CIAO2A	1	Eukaryotes	0.215054	162	27352.9	0.0159497	0	24	30	43	43		675	1019	0.116667	0.00208333	1.463
84219	WDR24	0	"Last Universal Common Ancestor"	16.8232	34	3524.84	0.201426	5	0	30	43	43	939	675	1018	0.0561181		0.68
84221	SPATC1L	0	Metazoans	0	45	3996.51	0.0777778	0	1	29	34	34	950	580	872	0.0617647	0.00294118	1.805
84223	IQCG	0	Eukaryotes	0.273973	4	13.2301	0.166667	0	10	28	41	41	960	629	759	0.0955606	0.00451467	1.713
84231	TRAF7	0	"Last Universal Common Ancestor"	0.626118	84	13433.7	0.0341365	4	79	30	43	43	939	675	1019	0.0422886		0.456
84239	ATP13A4	0	"Last Universal Common Ancestor"	0	1	0	0	0	45	10	16	16	952	25	32	0.100613	0.000278707	0.947
84247	RTL6	0	Mammals	0	11	299.745	0.145454	0	22	30	38	38	949	603	944	0.0097629		1.527
84256	FLYWCH1	1	Metazoans	0.195886	23	968.692	0.0909091	0	11	30	40	40	956	674	1018	0.0283985	0.000931099	1.35
84268	RPAIN	0	Metazoans	60.3997	15	905.722	0.0952381	0	4	30	43	43	921	675	1019	0.0995671		1.841
84271	POLDIP3	0	"Last Universal Common Ancestor"	0	96	6902.92	0.121053	7	23	30	43	43	936	675	1019	0.0692542	0.0022831	0.523
84295	PHF6	0	"Last Universal Common Ancestor"	0.270027	82	2817.03	0.303222	0	18	30	43	43	918	675	1019	0.0173516		0.166
84306	PDCD2L	0	"Last Universal Common Ancestor"	1.20724	42	2432.47	0.058072	0	0	30	41	41	937	675	1019	0.0744879	0.000931099	1.091
84318	CCDC77	0	Eukaryotes	0.0978474	39	675.794	0.253711	0	79	30	42	42	918	675	1018	0.103142	0.00478142	1.307
84326	METTL26	0	Primates	0	8	146.538	0	0	0	30	43	43		675	1019	0.095935		1.71
84329	HVCN1	0	Metazoans	0	29	1673.25	0.0344828	1	0	28	42	42	953	187	164	0.047619		0.535
84337	ELOF1	0	"Last Universal Common Ancestor"	2.6026	9	129.4	0.0833333	0	16	30	43	43	936	675	1019	0.0448718		1.337
84419	C15orf48	0	Metazoans	0	134	9596.8	0.108405	0	16	13	31	31	959	303	429	0.0843374	0.00803213	1.856
84433	CARD11	0	"Last Universal Common Ancestor"	0.0890472	32	901.59	0.197581	19	5	24	30	30	945	277	404	0.0306181	0.00028885	0.227
84435	ADGRA1	0	"Last Universal Common Ancestor"	0	1	0	0	0	1	3	3	3	949	6	16	0.0315476	0.00297619	0.714
84441	MAML2	0	Vertebrates	0.18315	13	405.412	0.320513	29	6	29	39	39	950	507	764	0.0409458	0.00346021	0.228
84444	DOT1L	0	"Last Universal Common Ancestor"	0.979519	47	1728.1	0.116559	0	46	30	37	37	941	675	1018	0.0383865	0.000433745	0.118
84446	BRSK1	0	"Last Universal Common Ancestor"	0	12	308.717	0.030303	0	14	26	32	32	952	397	629	0.0377035		0.205
84448	ABLIM2	0	"Last Universal Common Ancestor"	0	10	473.218	0.0888889	1	0	27	29	29	943	142	154	0.0914729	0.000516796	0.465
84451	MAP3K21	0	"Last Universal Common Ancestor"	0	75	4422.41	0.441081	0	42	16	30	30		514	691	0.0456886		0.689
84461	NEURL4	0	"Last Universal Common Ancestor"	0.587659	100	11741.2	0.0789899	1	25	30	37	37		674	1018	0.059539		0.214
84467	FBN3	0	"Last Universal Common Ancestor"	0.187617	15	285.927	0.0571429	3	2	7	5	5	949	32	67	0.0768957		0.743
84539	MCHR2	0	Vertebrates	0	1	0	0	5	1	0	2	2	947			0.0441176	0.00392157	1.199
84541	KBTBD8	0	"Last Universal Common Ancestor"	0.0911577	17	308.932	0.161765	4	24	7	30	30	942	319	397	0.0599002	0.00110926	0.825
84570	COL25A1	0	"Last Universal Common Ancestor"	1.77074	4	285.642	0.166667	15	0	11	19	19	946	54	59	0.114679	0.00407747	0.877
84612	PARD6B	0	Metazoans	2.61375	94	15355.9	0.0473576	5	121	25	38	38	959	465	615	0.0430107	0.000896057	0.36
84620	ST6GAL2	0	"Last Universal Common Ancestor"	0	15	540.877	0.142857	0	24	8	15	15	947	64	106	0.0775047	0.00063012	0.707
84627	ZNF469	0	"Last Universal Common Ancestor"	0.214823	3	0.403705	0.666667	0	10	9	8	8	956	144	195	0.0052281		0.367
84629	TNRC18	0	"Last Universal Common Ancestor"	0.215054	35	1486.2	0.161344	0	27	30	43	43		670	1015	0.0312219	0.000336927	0.287
84631	SLITRK2	0	Eukaryotes	0	1	0	0	1	0	8	5	5		55	51	0.0268245		0.694
84636	GPR174	0	Vertebrates	0	0	0	0	0	0	5	22	22	953	41	81	0.014014		0.677
84643	KIF2B	0	Eukaryotes	0	48	2283.9	0.0593972	13	0	1	1	1	949	2	2	0.0901436		1.38
84656	GLYR1	1	"Last Universal Common Ancestor"	0.460829	168	15017.2	0.261548	0	32	30	43	43	955	674	1017	0.0253165		0.195
84662	GLIS2	0	"Last Universal Common Ancestor"	0	95	11389.1	0.134826	6	33	29	30	30	945	589	880	0.0559796		0.415
84674	CARD6	0	Mammals	0	6	19.4003	0.266667	0	39	29	41	41	942	376	551	0.0385728	0.00096432	1.256
84678	KDM2B	0	"Last Universal Common Ancestor"	0.183655	39	2383.97	0.237517	1	20	30	43	43	950	675	1019	0.0391717		0.178
84687	PPP1R9B	0	Metazoans	0	82	25386	0.0806986	0	73	30	43	43	950	674	1017	0.00244798		0.168
84699	CREB3L3	0	"Last Universal Common Ancestor"	0	62	6802.63	0.0380751	0	1	4	6	6	951	45	91	0.0809834	0.0021692	1.469
84700	MYO18B	0	"Last Universal Common Ancestor"	0	8	48.7656	0.107143	0	0	4	5	5	950	41	82	0.0703531	0.000259605	0.715
84725	PLEKHA8	1	"Last Universal Common Ancestor"	0	8	87.4802	0.0714286	1	40	29	35	35	942	662	995	0.07386		0.955
84726	PRRC2B	0	Vertebrates	0	62	6345.55	0.091486	0	141	30	43	43	934	675	1019	0.0652011	0.000299088	0.188
84767	TRIM51	11	"Last Universal Common Ancestor"	0	3	4.26098	0	0	0	0	1	1	954	41	45	0.0435103	0.00294985	1.409
84790	TUBA1C	12	Eukaryotes	27.7778	344	86453.9	0.0925317	44	9	30	43	43	954	675	1019	0.059088	0.00128452	0.792
84808	PERM1	0	Vertebrates	0	1	0	0	0	0	11	5	5		158	131	0.0236287	0.00126582	1.686
84844	PHF5A	4	"Last Universal Common Ancestor"	64.9333	76	3861.75	0.214737	11	31	30	43	43	928	675	1019	0.00909091	0.0030303	0.455
84858	ZNF503	0	Metazoans	0.195503	28	984.821	0.0846561	0	22	29	35	35	953	555	836	0.0727554		0.349
84870	RSPO3	0	"Last Universal Common Ancestor"	0	6	174.801	0.133333	4	1	24	32	32		62	82	0.0502451	0.00122549	0.604
84893	FBH1	0	"Last Universal Common Ancestor"	0	32	977.053	0.1875	1	10	30	43	43		675	1018	0.0359537		0.479
84922	FIZ1	0	"Last Universal Common Ancestor"	0	8	290.055	0	0	13	30	37	37	939	674	993	0.0047043		0.59
84951	TNS4	0	"Last Universal Common Ancestor"	0.0946074	39	2676.15	0.0607287	1	41	7	19	19	943	264	348	0.0545455		0.751
84953	MICALCL	0	Vertebrates	0	2	2.27476	0	0	6	5		0		200	220	0.0513189		1.53
84958	SYTL1	0	"Last Universal Common Ancestor"	0	9	338.851	0.111111	1	1	27	34	34	943	451	627	0.0682088		1.056
84962	AJUBA	0	"Last Universal Common Ancestor"	0.379507	73	9178.06	0.0658295	8	3	27	35	35		578	876	0.0223048		0.401
84964	ALKBH6	0	"Last Universal Common Ancestor"	0	0	0	0	0	2	30	42	42		675	1018	0.0438596	0.00501253	0.677
84976	DISP1	0	"Last Universal Common Ancestor"	0.195886	10	618.902	0.0222222	0	2	29	36	36	957	394	523	0.0713036	0.000656168	0.596
84984	CEP19	0	Metazoans	0	154	24997.8	0.015873	0	27	27	34	34	946	555	894	0.0940695	0.00204499	1.09
84992	PIGY	1	Vertebrates	0.309278	6	422.243	0	1	0		7	7		671		0.0234742	0.00938967	1.881
85013	TMEM128	0	Metazoans	0	83	9549.7	0.0611225	0	1	30	43	43	916	675	1019	0.0969697	0.00606061	1.616
85236	H2BC12	27	"Last Universal Common Ancestor"	1.48699	46	679.217	0.172947	117	53	30	43	43	948	670	1008	0.0978836		1.971
85289	KRTAP4-5	8	"Last Universal Common Ancestor"	0	56	2039.44	0.306493	0	1	0	0	0	949			0.0313075		1.689
85290	KRTAP4-3	11	"Last Universal Common Ancestor"	0	0	0	0	0	0	0	0	0	949			0.0324786		
85302	FBF1	0	Metazoans	0	149	29716.9	0.0585888	2	0	30	34	34	947	643	991	0.047619		0.872
85313	PPIL4	1	"Last Universal Common Ancestor"	35.8491	45	4022.42	0.127273	6	83	30	43	43	921	675	1019	0.0738482	0.00135501	0.887
85319	BAGE2	1	Primates	0	69	7916.38	0.0345269	0	0	1		0		102	194			
85378	TUBGCP6	0	"Last Universal Common Ancestor"	29.1103	46	1981.76	0.14686	5	3	30	41	41	931	674	1018	0.0846619	0.000733003	0.925
85415	RHPN2	2	"Last Universal Common Ancestor"	0.093985	28	932.328	0.0952381	2	21	25	33	33	942	621	919	0.0845481	0.000485909	0.759
85416	ZIC5	0	"Last Universal Common Ancestor"	0.178412	3	2.14646	0	0	80	2	2	2	941	284	350	0.0211161		0.519
85437	ZCRB1	1	"Last Universal Common Ancestor"	16.6385	120	3425.2	0.354902	4	9	30	43	43	926	675	1019	0.0983103	0.0015361	0.908
85441	HELZ2	0	"Last Universal Common Ancestor"	0.094518	37	726.857	0.129129	2	2	29	33	33	958	586	902	0.0470618		0.466
85442	KNDC1	0	Metazoans	0	21	813.284	0.114286	0	4	14	9	9	947	62	78	0.0289689	0.000952925	0.398
85452	CFAP74	0	Eukaryotes	0	7	263.547	0	0	0	4	10	10		2	6	0.0223714	0.000406752	0.793
85455	DISP2	0	"Last Universal Common Ancestor"	0	1	0	0	1	1	5	9	9	957	279	307	0.0649536		0.405
85457	CIPC	0	Vertebrates	0	14	420.88	0.252747	0	1	30	43	43		675	1019	0.0359231		0.778
85477	SCIN	0	"Last Universal Common Ancestor"	0	28	1162.53	0.201058	0	47	11	27	27	961	173	247	0.122144	0.0013986	1.657
88455	ANKRD13A	0	"Last Universal Common Ancestor"	0	101	35500.3	0.0281188	0	13	30	42	42	952	674	1019	0.079661	0.000564972	0.571
